Date,Hour,WS01,WS02,WS03,WS04,WS05,WS06,WS07,WS08,WS09,WS10,WS11,WS12,WS13,WS14,WS15,WS16,WS17,WS18,WS19,WS20,WS21,WS22,WS23,WS24,WS25,WS26,WS27,WS28,WS29,WS30,WS31,WS32,WS33,WS34,WS35,WS36
01.01.,13,0.267739187,0.309402243,0.32444946500000005,0.140982153,0.39292599500000003,0.272230731,0.4650082,0.23023702699999998,0.102954754,0.251812819,0.085546792,0.19104293299999997,0.058237514000000004,0.206717427,0.156683788,0.12053690900000001,0.05651500799999999,0.138075359,0.273869354,0.29831467700000003,0.181246261,0.20700645,0.08495992599999999,0.229367062,0.111250956,0.202873637,0.037553766,0.19512601499999999,0.284314865,0.25340027200000004,0.07810799300000001,0.077627419,0.36165359499999994,0.192233948,0.192308223,0.053138600999999994
01.01.,14,0.22552435699999998,0.291493071,0.303108698,0.117755177,0.34185987599999995,0.273912688,0.40795353700000003,0.205274121,0.08639063599999999,0.23092051400000002,0.074067324,0.17787370599999996,0.053198611,0.16979529799999998,0.136944803,0.10672665099999999,0.045908279999999996,0.13784733200000002,0.229648372,0.26491861,0.172053295,0.182466877,0.080956788,0.207246566,0.10189139299999998,0.19727582,0.038741324,0.176330403,0.261568316,0.232774061,0.065989766,0.067290266,0.331069934,0.166906375,0.17136272800000002,0.04551688300000001
01.01.,15,0.149195349,0.223167363,0.225704344,0.07544257199999999,0.235716685,0.219761412,0.28455365,0.145135034,0.055518664999999995,0.169831659,0.04877220599999999,0.132256215,0.037959435,0.11105663099999999,0.095195737,0.07611921199999999,0.027695804,0.11217480099999999,0.15189645,0.190819412,0.134593893,0.12927993399999999,0.061243514,0.150740239,0.07363823700000001,0.15389716199999998,0.031350363,0.12288318699999999,0.191337406,0.17015691900000002,0.043066459,0.04654558,0.24368804100000002,0.115164337,0.122322129,0.029526750999999997
01.01.,16,0.057801838999999994,0.099547105,0.10228605399999999,0.028930805,0.096308846,0.10022141600000001,0.117612923,0.062055693999999995,0.020747091,0.076092987,0.016533025999999996,0.06127616899999999,0.014542149,0.041149737000000006,0.039444874000000005,0.030380338,0.009311660999999999,0.043434270999999997,0.060587425,0.082437821,0.059900140000000004,0.05193724,0.021487798000000002,0.061346700000000004,0.035723135999999996,0.07369967999999999,0.016979337,0.048688001,0.084345047,0.075426821,0.020046567,0.024314632000000003,0.113231752,0.052962681,0.06190785,0.013552874999999999
01.01.,17,0.0021727120000000003,0.004209798,0.004369323,0.001244115,0.003823359,0.0046026719999999995,0.004505016000000001,0.0023996699999999996,0.000632946,0.0037149319999999998,0.00015097800000000002,0.0029382859999999996,0.0029668000000000003,0.002943314,0.002887805,0.002333436,0.002106743,0.0034306759999999997,0.0026335689999999997,0.004217131,0.004206342,0.003457081,0.00267207,0.003700089,0.003679925,0.004374029,0.003354765,0.003465134,0.004922673,0.003085869,0.002735636,0.002804478,0.005313061,0.003090944,0.004436136,0.0022330529999999996
01.01.,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01.01.,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01.01.,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01.01.,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01.01.,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01.01.,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
